new_tx_ids,unknown_a,unknown_b
"1-16,1-18",14-11,20-20
"1-16,1-18",14-11,20-3
"1-16,1-18",14-11,20-4
"1-16,1-18",14-11,20-5
"1-16,1-18",14-11,20-7
"1-16,1-18",14-11,20-8
"1-16,1-18",14-11,3-1
"1-16,1-18",14-11,3-13
"1-16,1-18",14-11,3-18
"1-16,1-18",14-11,3-2
"1-16,1-18",14-11,3-8
"1-16,1-18",14-11,4-1
"1-16,1-18",14-11,4-10
"1-16,1-18",14-11,4-11
"1-16,1-18",14-11,5-1
"1-16,1-18",14-11,5-5
"1-16,1-18",14-11,6-1
"1-16,1-18",14-11,6-6
"1-16,1-18",14-11,7-10
"1-16,1-18",14-11,7-11
"1-16,1-18",14-11,7-20
"1-16,1-18",14-11,7-7
"1-16,1-18",14-11,8-1
"1-16,1-18",14-11,8-13
"1-16,1-18",14-11,8-18
"1-16,1-18",14-11,8-3
"1-16,1-18",14-11,8-7
"1-16,1-18",14-11,8-8
"1-16,1-18",14-11,9-1
"1-16,1-18",14-11,9-20
"1-16,1-18",14-12,14-13
"1-16,1-18",14-12,14-14
"1-16,1-18",14-12,14-20
"1-16,1-18",14-12,14-8
"1-16,1-18",14-12,14-9
"1-16,1-18",14-12,15-1
"1-16,1-18",14-12,15-19
"1-16,1-18",14-12,15-6
"1-16,1-18",14-12,16-1
"1-16,1-18",14-12,16-16
"1-16,1-18",14-12,16-19
"1-16,1-18",14-12,16-20
"1-16,1-18",14-12,16-5
"1-16,1-18",14-12,17-10
"1-16,1-18",14-12,17-11
"1-16,1-18",14-12,18-1
"1-16,1-18",14-12,18-10
"1-16,1-18",14-12,18-11
"1-16,1-18",14-12,18-12
"1-16,1-18",14-12,18-13
"1-16,1-18",14-12,18-14
"1-16,1-18",14-12,18-15
"1-16,1-18",14-12,18-16
"1-16,1-18",14-12,18-17
"1-16,1-18",14-12,18-2
"1-16,1-18",14-12,18-20
"1-16,1-18",14-12,18-4
"1-16,1-18",14-12,18-5
"1-16,1-18",14-12,18-7
"1-16,1-18",14-12,18-8
"1-16,1-18",14-12,18-9
"1-16,1-18",14-12,19-1
"1-16,1-18",14-12,19-10
"1-16,1-18",14-12,19-11
"1-16,1-18",14-12,19-12
"1-16,1-18",14-12,19-13
"1-16,1-18",14-12,19-14
"1-16,1-18",14-12,19-19
"1-16,1-18",14-12,19-20
"1-16,1-18",14-12,19-3
"1-16,1-18",14-12,19-4
"1-16,1-18",14-12,19-6
"1-16,1-18",14-12,19-7
"1-16,1-18",14-12,19-8
"1-16,1-18",14-12,19-9
"1-16,1-18",14-12,2-12
"1-16,1-18",14-12,2-13
"1-16,1-18",14-12,2-15
"1-16,1-18",14-12,2-16
"1-16,1-18",14-12,2-19
"1-16,1-18",14-12,2-20
"1-16,1-18",14-12,2-3
"1-16,1-18",14-12,2-4
"1-16,1-18",14-12,2-5
"1-16,1-18",14-12,2-6
"1-16,1-18",14-12,2-7
"1-16,1-18",14-12,2-8
"1-16,1-18",14-12,20-12
"1-16,1-18",14-12,20-14
"1-16,1-18",14-12,20-16
"1-16,1-18",14-12,20-18
"1-16,1-18",14-12,20-20
"1-16,1-18",14-12,20-3
"1-16,1-18",14-12,20-4
"1-16,1-18",14-12,20-5
"1-16,1-18",14-12,20-7
"1-16,1-18",14-12,20-8
"1-16,1-18",14-12,3-1
"1-16,1-18",14-12,3-13
"1-16,1-18",14-12,3-18
"1-16,1-18",14-12,3-2
"1-16,1-18",14-12,3-8
"1-16,1-18",14-12,4-1
"1-16,1-18",14-12,4-10
"1-16,1-18",14-12,4-11
"1-16,1-18",14-12,5-1
"1-16,1-18",14-12,5-5
"1-16,1-18",14-12,6-1
"1-16,1-18",14-12,6-6
"1-16,1-18",14-12,7-10
"1-16,1-18",14-12,7-11
"1-16,1-18",14-12,7-20
"1-16,1-18",14-12,7-7
"1-16,1-18",14-12,8-1
"1-16,1-18",14-12,8-13
"1-16,1-18",14-12,8-18
"1-16,1-18",14-12,8-3
"1-16,1-18",14-12,8-7
"1-16,1-18",14-12,8-8
"1-16,1-18",14-12,9-1
"1-16,1-18",14-12,9-20
"1-16,1-18",14-13,14-14
"1-16,1-18",14-13,14-20
"1-16,1-18",14-13,14-8
"1-16,1-18",14-13,14-9
"1-16,1-18",14-13,15-1
"1-16,1-18",14-13,15-19
"1-16,1-18",14-13,15-6
"1-16,1-18",14-13,16-1
"1-16,1-18",14-13,16-16
"1-16,1-18",14-13,16-19
"1-16,1-18",14-13,16-20
"1-16,1-18",14-13,16-5
"1-16,1-18",14-13,17-10
"1-16,1-18",14-13,17-11
"1-16,1-18",14-13,18-1
"1-16,1-18",14-13,18-10
"1-16,1-18",14-13,18-11
"1-16,1-18",14-13,18-12
"1-16,1-18",14-13,18-13
"1-16,1-18",14-13,18-14
"1-16,1-18",14-13,18-15
"1-16,1-18",14-13,18-16
"1-16,1-18",14-13,18-17
"1-16,1-18",14-13,18-2
"1-16,1-18",14-13,18-20
"1-16,1-18",14-13,18-4
"1-16,1-18",14-13,18-5
"1-16,1-18",14-13,18-7
"1-16,1-18",14-13,18-8
"1-16,1-18",14-13,18-9
"1-16,1-18",14-13,19-1
"1-16,1-18",14-13,19-10
"1-16,1-18",14-13,19-11
"1-16,1-18",14-13,19-12
"1-16,1-18",14-13,19-13
"1-16,1-18",14-13,19-14
"1-16,1-18",14-13,19-19
"1-16,1-18",14-13,19-20
"1-16,1-18",14-13,19-3
"1-16,1-18",14-13,19-4
"1-16,1-18",14-13,19-6
"1-16,1-18",14-13,19-7
"1-16,1-18",14-13,19-8
"1-16,1-18",14-13,19-9
"1-16,1-18",14-13,2-12
"1-16,1-18",14-13,2-13
"1-16,1-18",14-13,2-15
"1-16,1-18",14-13,2-16
"1-16,1-18",14-13,2-19
"1-16,1-18",14-13,2-20
"1-16,1-18",14-13,2-3
"1-16,1-18",14-13,2-4
"1-16,1-18",14-13,2-5
"1-16,1-18",14-13,2-6
"1-16,1-18",14-13,2-7
"1-16,1-18",14-13,2-8
"1-16,1-18",14-13,20-12
"1-16,1-18",14-13,20-14
"1-16,1-18",14-13,20-16
"1-16,1-18",14-13,20-18
"1-16,1-18",14-13,20-20
"1-16,1-18",14-13,20-3
"1-16,1-18",14-13,20-4
"1-16,1-18",14-13,20-5
"1-16,1-18",14-13,20-7
"1-16,1-18",14-13,20-8
"1-16,1-18",14-13,3-1
"1-16,1-18",14-13,3-13
"1-16,1-18",14-13,3-18
"1-16,1-18",14-13,3-2
"1-16,1-18",14-13,3-8
"1-16,1-18",14-13,4-1
"1-16,1-18",14-13,4-10
"1-16,1-18",14-13,4-11
"1-16,1-18",14-13,5-1
"1-16,1-18",14-13,5-5
"1-16,1-18",14-13,6-1
"1-16,1-18",14-13,6-6
"1-16,1-18",14-13,7-10
"1-16,1-18",14-13,7-11
"1-16,1-18",14-13,7-20
"1-16,1-18",14-13,7-7
"1-16,1-18",14-13,8-1
"1-16,1-18",14-13,8-13
"1-16,1-18",14-13,8-18
"1-16,1-18",14-13,8-3
"1-16,1-18",14-13,8-7
"1-16,1-18",14-13,8-8
"1-16,1-18",14-13,9-1
"1-16,1-18",14-13,9-20
"1-16,1-18",14-14,14-20
"1-16,1-18",14-14,14-8
"1-16,1-18",14-14,14-9
"1-16,1-18",14-14,15-1
"1-16,1-18",14-14,15-19
"1-16,1-18",14-14,15-6
"1-16,1-18",14-14,16-1
"1-16,1-18",14-14,16-16
"1-16,1-18",14-14,16-19
"1-16,1-18",14-14,16-20
"1-16,1-18",14-14,16-5
"1-16,1-18",14-14,17-10
"1-16,1-18",14-14,17-11
"1-16,1-18",14-14,18-1
"1-16,1-18",14-14,18-10
"1-16,1-18",14-14,18-11
"1-16,1-18",14-14,18-12
"1-16,1-18",14-14,18-13
"1-16,1-18",14-14,18-14
"1-16,1-18",14-14,18-15
"1-16,1-18",14-14,18-16
"1-16,1-18",14-14,18-17
"1-16,1-18",14-14,18-2
"1-16,1-18",14-14,18-20
"1-16,1-18",14-14,18-4
"1-16,1-18",14-14,18-5
"1-16,1-18",14-14,18-7
"1-16,1-18",14-14,18-8
"1-16,1-18",14-14,18-9
"1-16,1-18",14-14,19-1
"1-16,1-18",14-14,19-10
"1-16,1-18",14-14,19-11
"1-16,1-18",14-14,19-12
"1-16,1-18",14-14,19-13
"1-16,1-18",14-14,19-14
"1-16,1-18",14-14,19-19
"1-16,1-18",14-14,19-20
"1-16,1-18",14-14,19-3
"1-16,1-18",14-14,19-4
"1-16,1-18",14-14,19-6
"1-16,1-18",14-14,19-7
"1-16,1-18",14-14,19-8
"1-16,1-18",14-14,19-9
"1-16,1-18",14-14,2-12
"1-16,1-18",14-14,2-13
"1-16,1-18",14-14,2-15
"1-16,1-18",14-14,2-16
"1-16,1-18",14-14,2-19
"1-16,1-18",14-14,2-20
"1-16,1-18",14-14,2-3
"1-16,1-18",14-14,2-4
"1-16,1-18",14-14,2-5
"1-16,1-18",14-14,2-6
"1-16,1-18",14-14,2-7
"1-16,1-18",14-14,2-8
"1-16,1-18",14-14,20-12
"1-16,1-18",14-14,20-14
"1-16,1-18",14-14,20-16
"1-16,1-18",14-14,20-18
"1-16,1-18",14-14,20-20
"1-16,1-18",14-14,20-3
"1-16,1-18",14-14,20-4
"1-16,1-18",14-14,20-5
"1-16,1-18",14-14,20-7
"1-16,1-18",14-14,20-8
"1-16,1-18",14-14,3-1
"1-16,1-18",14-14,3-13
"1-16,1-18",14-14,3-18
"1-16,1-18",14-14,3-2
"1-16,1-18",14-14,3-8
"1-16,1-18",14-14,4-1
"1-16,1-18",14-14,4-10
"1-16,1-18",14-14,4-11
"1-16,1-18",14-14,5-1
"1-16,1-18",14-14,5-5
"1-16,1-18",14-14,6-1
"1-16,1-18",14-14,6-6
"1-16,1-18",14-14,7-10
"1-16,1-18",14-14,7-11
"1-16,1-18",14-14,7-20
"1-16,1-18",14-14,7-7
"1-16,1-18",14-14,8-1
"1-16,1-18",14-14,8-13
"1-16,1-18",14-14,8-18
"1-16,1-18",14-14,8-3
"1-16,1-18",14-14,8-7
"1-16,1-18",14-14,8-8
"1-16,1-18",14-14,9-1
"1-16,1-18",14-14,9-20
"1-16,1-18",14-20,14-8
"1-16,1-18",14-20,14-9
"1-16,1-18",14-20,15-1
"1-16,1-18",14-20,15-19
"1-16,1-18",14-20,15-6
"1-16,1-18",14-20,16-1
"1-16,1-18",14-20,16-16
"1-16,1-18",14-20,16-19
"1-16,1-18",14-20,16-20
"1-16,1-18",14-20,16-5
"1-16,1-18",14-20,17-10
"1-16,1-18",14-20,17-11
"1-16,1-18",14-20,18-1
"1-16,1-18",14-20,18-10
"1-16,1-18",14-20,18-11
"1-16,1-18",14-20,18-12
"1-16,1-18",14-20,18-13
"1-16,1-18",14-20,18-14
"1-16,1-18",14-20,18-15
"1-16,1-18",14-20,18-16
"1-16,1-18",14-20,18-17
"1-16,1-18",14-20,18-2
"1-16,1-18",14-20,18-20
"1-16,1-18",14-20,18-4
"1-16,1-18",14-20,18-5
"1-16,1-18",14-20,18-7
"1-16,1-18",14-20,18-8
"1-16,1-18",14-20,18-9
"1-16,1-18",14-20,19-1
"1-16,1-18",14-20,19-10
"1-16,1-18",14-20,19-11
"1-16,1-18",14-20,19-12
"1-16,1-18",14-20,19-13
"1-16,1-18",14-20,19-14
"1-16,1-18",14-20,19-19
"1-16,1-18",14-20,19-20
"1-16,1-18",14-20,19-3
"1-16,1-18",14-20,19-4
"1-16,1-18",14-20,19-6
"1-16,1-18",14-20,19-7
"1-16,1-18",14-20,19-8
"1-16,1-18",14-20,19-9
"1-16,1-18",14-20,2-12
"1-16,1-18",14-20,2-13
"1-16,1-18",14-20,2-15
"1-16,1-18",14-20,2-16
"1-16,1-18",14-20,2-19
"1-16,1-18",14-20,2-20
"1-16,1-18",14-20,2-3
"1-16,1-18",14-20,2-4
"1-16,1-18",14-20,2-5
"1-16,1-18",14-20,2-6
"1-16,1-18",14-20,2-7
"1-16,1-18",14-20,2-8
"1-16,1-18",14-20,20-12
"1-16,1-18",14-20,20-14
"1-16,1-18",14-20,20-16
"1-16,1-18",14-20,20-18
"1-16,1-18",14-20,20-20
"1-16,1-18",14-20,20-3
"1-16,1-18",14-20,20-4
"1-16,1-18",14-20,20-5
"1-16,1-18",14-20,20-7
"1-16,1-18",14-20,20-8
"1-16,1-18",14-20,3-1
"1-16,1-18",14-20,3-13
"1-16,1-18",14-20,3-18
"1-16,1-18",14-20,3-2
"1-16,1-18",14-20,3-8
"1-16,1-18",14-20,4-1
"1-16,1-18",14-20,4-10
"1-16,1-18",14-20,4-11
"1-16,1-18",14-20,5-1
"1-16,1-18",14-20,5-5
"1-16,1-18",14-20,6-1
"1-16,1-18",14-20,6-6
"1-16,1-18",14-20,7-10
"1-16,1-18",14-20,7-11
"1-16,1-18",14-20,7-20
"1-16,1-18",14-20,7-7
"1-16,1-18",14-20,8-1
"1-16,1-18",14-20,8-13
"1-16,1-18",14-20,8-18
"1-16,1-18",14-20,8-3
"1-16,1-18",14-20,8-7
"1-16,1-18",14-20,8-8
"1-16,1-18",14-20,9-1
"1-16,1-18",14-20,9-20
"1-16,1-18",14-8,14-9
"1-16,1-18",14-8,15-1
"1-16,1-18",14-8,15-19
"1-16,1-18",14-8,15-6
"1-16,1-18",14-8,16-1
"1-16,1-18",14-8,16-16
"1-16,1-18",14-8,16-19
"1-16,1-18",14-8,16-20
"1-16,1-18",14-8,16-5
"1-16,1-18",14-8,17-10
"1-16,1-18",14-8,17-11
"1-16,1-18",14-8,18-1
"1-16,1-18",14-8,18-10
"1-16,1-18",14-8,18-11
"1-16,1-18",14-8,18-12
"1-16,1-18",14-8,18-13
"1-16,1-18",14-8,18-14
"1-16,1-18",14-8,18-15
"1-16,1-18",14-8,18-16
"1-16,1-18",14-8,18-17
"1-16,1-18",14-8,18-2
"1-16,1-18",14-8,18-20
"1-16,1-18",14-8,18-4
"1-16,1-18",14-8,18-5
"1-16,1-18",14-8,18-7
"1-16,1-18",14-8,18-8
"1-16,1-18",14-8,18-9
"1-16,1-18",14-8,19-1
"1-16,1-18",14-8,19-10
"1-16,1-18",14-8,19-11
"1-16,1-18",14-8,19-12
"1-16,1-18",14-8,19-13
"1-16,1-18",14-8,19-14
"1-16,1-18",14-8,19-19
"1-16,1-18",14-8,19-20
"1-16,1-18",14-8,19-3
"1-16,1-18",14-8,19-4
"1-16,1-18",14-8,19-6
"1-16,1-18",14-8,19-7
"1-16,1-18",14-8,19-8
"1-16,1-18",14-8,19-9
"1-16,1-18",14-8,2-12
"1-16,1-18",14-8,2-13
"1-16,1-18",14-8,2-15
"1-16,1-18",14-8,2-16
"1-16,1-18",14-8,2-19
"1-16,1-18",14-8,2-20
"1-16,1-18",14-8,2-3
"1-16,1-18",14-8,2-4
"1-16,1-18",14-8,2-5
"1-16,1-18",14-8,2-6
"1-16,1-18",14-8,2-7
"1-16,1-18",14-8,2-8
"1-16,1-18",14-8,20-12
"1-16,1-18",14-8,20-14
"1-16,1-18",14-8,20-16
"1-16,1-18",14-8,20-18
"1-16,1-18",14-8,20-20
"1-16,1-18",14-8,20-3
"1-16,1-18",14-8,20-4
"1-16,1-18",14-8,20-5
"1-16,1-18",14-8,20-7
"1-16,1-18",14-8,20-8
"1-16,1-18",14-8,3-1
"1-16,1-18",14-8,3-13
"1-16,1-18",14-8,3-18
"1-16,1-18",14-8,3-2
"1-16,1-18",14-8,3-8
"1-16,1-18",14-8,4-1
"1-16,1-18",14-8,4-10
"1-16,1-18",14-8,4-11
"1-16,1-18",14-8,5-1
"1-16,1-18",14-8,5-5
"1-16,1-18",14-8,6-1
"1-16,1-18",14-8,6-6
"1-16,1-18",14-8,7-10
"1-16,1-18",14-8,7-11
"1-16,1-18",14-8,7-20
"1-16,1-18",14-8,7-7
"1-16,1-18",14-8,8-1
"1-16,1-18",14-8,8-13
"1-16,1-18",14-8,8-18
"1-16,1-18",14-8,8-3
"1-16,1-18",14-8,8-7
"1-16,1-18",14-8,8-8
"1-16,1-18",14-8,9-1
"1-16,1-18",14-8,9-20
"1-16,1-18",14-9,15-1
"1-16,1-18",14-9,15-19
"1-16,1-18",14-9,15-6
"1-16,1-18",14-9,16-1
"1-16,1-18",14-9,16-16
"1-16,1-18",14-9,16-19
"1-16,1-18",14-9,16-20
"1-16,1-18",14-9,16-5
"1-16,1-18",14-9,17-10
"1-16,1-18",14-9,17-11
"1-16,1-18",14-9,18-1
"1-16,1-18",14-9,18-10
"1-16,1-18",14-9,18-11
"1-16,1-18",14-9,18-12
"1-16,1-18",14-9,18-13
"1-16,1-18",14-9,18-14
"1-16,1-18",14-9,18-15
"1-16,1-18",14-9,18-16
"1-16,1-18",14-9,18-17
"1-16,1-18",14-9,18-2
"1-16,1-18",14-9,18-20
"1-16,1-18",14-9,18-4
"1-16,1-18",14-9,18-5
"1-16,1-18",14-9,18-7
"1-16,1-18",14-9,18-8
"1-16,1-18",14-9,18-9
"1-16,1-18",14-9,19-1
"1-16,1-18",14-9,19-10
"1-16,1-18",14-9,19-11
"1-16,1-18",14-9,19-12
"1-16,1-18",14-9,19-13
"1-16,1-18",14-9,19-14
"1-16,1-18",14-9,19-19
"1-16,1-18",14-9,19-20
"1-16,1-18",14-9,19-3
"1-16,1-18",14-9,19-4
"1-16,1-18",14-9,19-6
"1-16,1-18",14-9,19-7
"1-16,1-18",14-9,19-8
"1-16,1-18",14-9,19-9
"1-16,1-18",14-9,2-12
"1-16,1-18",14-9,2-13
"1-16,1-18",14-9,2-15
"1-16,1-18",14-9,2-16
"1-16,1-18",14-9,2-19
"1-16,1-18",14-9,2-20
"1-16,1-18",14-9,2-3
"1-16,1-18",14-9,2-4
"1-16,1-18",14-9,2-5
"1-16,1-18",14-9,2-6
"1-16,1-18",14-9,2-7
"1-16,1-18",14-9,2-8
"1-16,1-18",14-9,20-12
"1-16,1-18",14-9,20-14
"1-16,1-18",14-9,20-16
"1-16,1-18",14-9,20-18
"1-16,1-18",14-9,20-20
"1-16,1-18",14-9,20-3
"1-16,1-18",14-9,20-4
"1-16,1-18",14-9,20-5
"1-16,1-18",14-9,20-7
"1-16,1-18",14-9,20-8
"1-16,1-18",14-9,3-1
"1-16,1-18",14-9,3-13
"1-16,1-18",14-9,3-18
"1-16,1-18",14-9,3-2
"1-16,1-18",14-9,3-8
"1-16,1-18",14-9,4-1
"1-16,1-18",14-9,4-10
"1-16,1-18",14-9,4-11
"1-16,1-18",14-9,5-1
"1-16,1-18",14-9,5-5
"1-16,1-18",14-9,6-1
"1-16,1-18",14-9,6-6
"1-16,1-18",14-9,7-10
"1-16,1-18",14-9,7-11
"1-16,1-18",14-9,7-20
"1-16,1-18",14-9,7-7
"1-16,1-18",14-9,8-1
"1-16,1-18",14-9,8-13
"1-16,1-18",14-9,8-18
"1-16,1-18",14-9,8-3
"1-16,1-18",14-9,8-7
"1-16,1-18",14-9,8-8
"1-16,1-18",14-9,9-1
"1-16,1-18",14-9,9-20
"1-16,1-18",15-1,15-19
"1-16,1-18",15-1,15-6
"1-16,1-18",15-1,16-1
"1-16,1-18",15-1,16-16
"1-16,1-18",15-1,16-19
"1-16,1-18",15-1,16-20
"1-16,1-18",15-1,16-5
"1-16,1-18",15-1,17-10
"1-16,1-18",15-1,17-11
"1-16,1-18",15-1,18-1
"1-16,1-18",15-1,18-10
"1-16,1-18",15-1,18-11
"1-16,1-18",15-1,18-12
"1-16,1-18",15-1,18-13
"1-16,1-18",15-1,18-14
"1-16,1-18",15-1,18-15
"1-16,1-18",15-1,18-16
"1-16,1-18",15-1,18-17
"1-16,1-18",15-1,18-2
"1-16,1-18",15-1,18-20
"1-16,1-18",15-1,18-4
"1-16,1-18",15-1,18-5
"1-16,1-18",15-1,18-7
"1-16,1-18",15-1,18-8
"1-16,1-18",15-1,18-9
"1-16,1-18",15-1,19-1
"1-16,1-18",15-1,19-10
"1-16,1-18",15-1,19-11
"1-16,1-18",15-1,19-12
"1-16,1-18",15-1,19-13
"1-16,1-18",15-1,19-14
"1-16,1-18",15-1,19-19
"1-16,1-18",15-1,19-20
"1-16,1-18",15-1,19-3
"1-16,1-18",15-1,19-4
"1-16,1-18",15-1,19-6
"1-16,1-18",15-1,19-7
"1-16,1-18",15-1,19-8
"1-16,1-18",15-1,19-9
"1-16,1-18",15-1,2-12
"1-16,1-18",15-1,2-13
"1-16,1-18",15-1,2-15
"1-16,1-18",15-1,2-16
"1-16,1-18",15-1,2-19
"1-16,1-18",15-1,2-20
"1-16,1-18",15-1,2-3
"1-16,1-18",15-1,2-4
"1-16,1-18",15-1,2-5
"1-16,1-18",15-1,2-6
"1-16,1-18",15-1,2-7
"1-16,1-18",15-1,2-8
"1-16,1-18",15-1,20-12
"1-16,1-18",15-1,20-14
"1-16,1-18",15-1,20-16
"1-16,1-18",15-1,20-18
"1-16,1-18",15-1,20-20
"1-16,1-18",15-1,20-3
"1-16,1-18",15-1,20-4
"1-16,1-18",15-1,20-5
"1-16,1-18",15-1,20-7
"1-16,1-18",15-1,20-8
"1-16,1-18",15-1,3-1
"1-16,1-18",15-1,3-13
"1-16,1-18",15-1,3-18
"1-16,1-18",15-1,3-2
"1-16,1-18",15-1,3-8
"1-16,1-18",15-1,4-1
"1-16,1-18",15-1,4-10
"1-16,1-18",15-1,4-11
"1-16,1-18",15-1,5-1
"1-16,1-18",15-1,5-5
"1-16,1-18",15-1,6-1
"1-16,1-18",15-1,6-6
"1-16,1-18",15-1,7-10
"1-16,1-18",15-1,7-11
"1-16,1-18",15-1,7-20
"1-16,1-18",15-1,7-7
"1-16,1-18",15-1,8-1
"1-16,1-18",15-1,8-13
"1-16,1-18",15-1,8-18
"1-16,1-18",15-1,8-3
"1-16,1-18",15-1,8-7
"1-16,1-18",15-1,8-8
"1-16,1-18",15-1,9-1
"1-16,1-18",15-1,9-20
"1-16,1-18",15-19,15-6
"1-16,1-18",15-19,16-1
"1-16,1-18",15-19,16-16
"1-16,1-18",15-19,16-19
"1-16,1-18",15-19,16-20
"1-16,1-18",15-19,16-5
"1-16,1-18",15-19,17-10
"1-16,1-18",15-19,17-11
"1-16,1-18",15-19,18-1
"1-16,1-18",15-19,18-10
"1-16,1-18",15-19,18-11
"1-16,1-18",15-19,18-12
"1-16,1-18",15-19,18-13
"1-16,1-18",15-19,18-14
"1-16,1-18",15-19,18-15
"1-16,1-18",15-19,18-16
"1-16,1-18",15-19,18-17
"1-16,1-18",15-19,18-2
"1-16,1-18",15-19,18-20
"1-16,1-18",15-19,18-4
"1-16,1-18",15-19,18-5
"1-16,1-18",15-19,18-7
"1-16,1-18",15-19,18-8
"1-16,1-18",15-19,18-9
"1-16,1-18",15-19,19-1
"1-16,1-18",15-19,19-10
"1-16,1-18",15-19,19-11
"1-16,1-18",15-19,19-12
"1-16,1-18",15-19,19-13
"1-16,1-18",15-19,19-14
"1-16,1-18",15-19,19-19
"1-16,1-18",15-19,19-20
"1-16,1-18",15-19,19-3
"1-16,1-18",15-19,19-4
"1-16,1-18",15-19,19-6
"1-16,1-18",15-19,19-7
"1-16,1-18",15-19,19-8
"1-16,1-18",15-19,19-9
"1-16,1-18",15-19,2-12
"1-16,1-18",15-19,2-13
"1-16,1-18",15-19,2-15
"1-16,1-18",15-19,2-16
"1-16,1-18",15-19,2-19
"1-16,1-18",15-19,2-20
"1-16,1-18",15-19,2-3
"1-16,1-18",15-19,2-4
"1-16,1-18",15-19,2-5
"1-16,1-18",15-19,2-6
"1-16,1-18",15-19,2-7
"1-16,1-18",15-19,2-8
"1-16,1-18",15-19,20-12
"1-16,1-18",15-19,20-14
"1-16,1-18",15-19,20-16
"1-16,1-18",15-19,20-18
"1-16,1-18",15-19,20-20
"1-16,1-18",15-19,20-3
"1-16,1-18",15-19,20-4
"1-16,1-18",15-19,20-5
"1-16,1-18",15-19,20-7
"1-16,1-18",15-19,20-8
"1-16,1-18",15-19,3-1
"1-16,1-18",15-19,3-13
"1-16,1-18",15-19,3-18
"1-16,1-18",15-19,3-2
"1-16,1-18",15-19,3-8
"1-16,1-18",15-19,4-1
"1-16,1-18",15-19,4-10
"1-16,1-18",15-19,4-11
"1-16,1-18",15-19,5-1
"1-16,1-18",15-19,5-5
"1-16,1-18",15-19,6-1
"1-16,1-18",15-19,6-6
"1-16,1-18",15-19,7-10
"1-16,1-18",15-19,7-11
"1-16,1-18",15-19,7-20
"1-16,1-18",15-19,7-7
"1-16,1-18",15-19,8-1
"1-16,1-18",15-19,8-13
"1-16,1-18",15-19,8-18
"1-16,1-18",15-19,8-3
"1-16,1-18",15-19,8-7
"1-16,1-18",15-19,8-8
"1-16,1-18",15-19,9-1
"1-16,1-18",15-19,9-20
"1-16,1-18",15-6,16-1
"1-16,1-18",15-6,16-16
"1-16,1-18",15-6,16-19
"1-16,1-18",15-6,16-20
"1-16,1-18",15-6,16-5
"1-16,1-18",15-6,17-10
"1-16,1-18",15-6,17-11
"1-16,1-18",15-6,18-1
"1-16,1-18",15-6,18-10
"1-16,1-18",15-6,18-11
"1-16,1-18",15-6,18-12
"1-16,1-18",15-6,18-13
"1-16,1-18",15-6,18-14
"1-16,1-18",15-6,18-15
"1-16,1-18",15-6,18-16
"1-16,1-18",15-6,18-17
"1-16,1-18",15-6,18-2
"1-16,1-18",15-6,18-20
"1-16,1-18",15-6,18-4
"1-16,1-18",15-6,18-5
"1-16,1-18",15-6,18-7
"1-16,1-18",15-6,18-8
"1-16,1-18",15-6,18-9
"1-16,1-18",15-6,19-1
"1-16,1-18",15-6,19-10
"1-16,1-18",15-6,19-11
"1-16,1-18",15-6,19-12
"1-16,1-18",15-6,19-13
"1-16,1-18",15-6,19-14
"1-16,1-18",15-6,19-19
"1-16,1-18",15-6,19-20
"1-16,1-18",15-6,19-3
"1-16,1-18",15-6,19-4
"1-16,1-18",15-6,19-6
"1-16,1-18",15-6,19-7
"1-16,1-18",15-6,19-8
"1-16,1-18",15-6,19-9
"1-16,1-18",15-6,2-12
"1-16,1-18",15-6,2-13
"1-16,1-18",15-6,2-15
"1-16,1-18",15-6,2-16
"1-16,1-18",15-6,2-19
"1-16,1-18",15-6,2-20
"1-16,1-18",15-6,2-3
"1-16,1-18",15-6,2-4
"1-16,1-18",15-6,2-5
"1-16,1-18",15-6,2-6
"1-16,1-18",15-6,2-7
"1-16,1-18",15-6,2-8
"1-16,1-18",15-6,20-12
"1-16,1-18",15-6,20-14
"1-16,1-18",15-6,20-16
"1-16,1-18",15-6,20-18
"1-16,1-18",15-6,20-20
"1-16,1-18",15-6,20-3
"1-16,1-18",15-6,20-4
"1-16,1-18",15-6,20-5
"1-16,1-18",15-6,20-7
"1-16,1-18",15-6,20-8
"1-16,1-18",15-6,3-1
"1-16,1-18",15-6,3-13
"1-16,1-18",15-6,3-18
"1-16,1-18",15-6,3-2
"1-16,1-18",15-6,3-8
"1-16,1-18",15-6,4-1
"1-16,1-18",15-6,4-10
"1-16,1-18",15-6,4-11
"1-16,1-18",15-6,5-1
"1-16,1-18",15-6,5-5
"1-16,1-18",15-6,6-1
"1-16,1-18",15-6,6-6
"1-16,1-18",15-6,7-10
"1-16,1-18",15-6,7-11
"1-16,1-18",15-6,7-20
"1-16,1-18",15-6,7-7
"1-16,1-18",15-6,8-1
"1-16,1-18",15-6,8-13
"1-16,1-18",15-6,8-18
"1-16,1-18",15-6,8-3
"1-16,1-18",15-6,8-7
"1-16,1-18",15-6,8-8
"1-16,1-18",15-6,9-1
"1-16,1-18",15-6,9-20
"1-16,1-18",16-1,16-16
"1-16,1-18",16-1,16-19
"1-16,1-18",16-1,16-20
"1-16,1-18",16-1,16-5
"1-16,1-18",16-1,17-10
"1-16,1-18",16-1,17-11
"1-16,1-18",16-1,18-1
"1-16,1-18",16-1,18-10
"1-16,1-18",16-1,18-11
