domain,seen_new_a,seen_new_b,samples_a,samples_b
20-1,1-16,14-12,200,200
20-1,1-16,14-13,200,200
20-1,1-16,14-14,200,200
20-1,1-16,14-20,200,200
20-1,1-16,14-8,200,200
20-1,1-16,14-9,200,200
20-1,1-16,15-1,200,200
20-1,1-16,15-19,200,200
20-1,1-16,15-6,200,200
20-1,1-16,16-1,200,200
20-1,1-16,16-16,200,200
20-1,1-16,16-19,200,200
20-1,1-16,16-20,200,200
20-1,1-16,16-5,200,200
20-1,1-16,17-10,200,200
20-1,1-16,17-11,200,200
20-1,1-16,18-1,200,86
20-1,1-16,18-10,200,200
20-1,1-16,18-11,200,200
20-1,1-16,18-12,200,200
20-1,1-16,18-13,200,200
20-1,1-16,18-14,200,200
20-1,1-16,18-15,200,200
20-1,1-16,18-16,200,200
20-1,1-16,18-17,200,200
20-1,1-16,18-2,200,104
20-1,1-16,18-20,200,200
20-1,1-16,18-4,200,150
20-1,1-16,18-5,200,200
20-1,1-16,18-7,200,200
20-1,1-16,18-8,200,200
20-1,1-16,18-9,200,200
20-1,1-16,19-1,200,200
20-1,1-16,19-10,200,200
20-1,1-16,19-11,200,200
20-1,1-16,19-12,200,200
20-1,1-16,19-13,200,200
20-1,1-16,19-14,200,200
20-1,1-16,19-19,200,140
20-1,1-16,19-2,200,200
20-1,1-16,19-20,200,200
20-1,1-16,19-3,200,200
20-1,1-16,19-4,200,200
20-1,1-16,19-6,200,200
20-1,1-16,19-7,200,200
20-1,1-16,19-8,200,200
20-1,1-16,19-9,200,200
20-1,1-16,2-1,200,125
20-1,1-16,2-12,200,200
20-1,1-16,2-13,200,200
20-1,1-16,2-14,200,200
20-1,1-16,2-15,200,200
20-1,1-16,2-16,200,154
20-1,1-16,2-17,200,200
20-1,1-16,2-19,200,200
20-1,1-16,2-20,200,185
20-1,1-16,2-3,200,200
20-1,1-16,2-4,200,200
20-1,1-16,2-5,200,200
20-1,1-16,2-6,200,131
20-1,1-16,2-7,200,200
20-1,1-16,2-8,200,200
20-1,1-16,20-1,200,200
20-1,1-16,20-12,200,200
20-1,1-16,20-14,200,200
20-1,1-16,20-16,200,200
20-1,1-16,20-18,200,200
20-1,1-16,20-20,200,200
20-1,1-16,20-3,200,135
20-1,1-16,20-4,200,200
20-1,1-16,20-5,200,200
20-1,1-16,20-7,200,200
20-1,1-16,20-8,200,200
20-1,1-16,3-1,200,200
20-1,1-16,3-13,200,200
20-1,1-16,3-18,200,200
20-1,1-16,3-19,200,200
20-1,1-16,3-2,200,200
20-1,1-16,3-20,200,200
20-1,1-16,3-8,200,200
20-1,1-16,4-1,200,200
20-1,1-16,4-10,200,157
20-1,1-16,4-11,200,200
20-1,1-16,5-1,200,200
20-1,1-16,5-16,200,200
20-1,1-16,5-20,200,200
20-1,1-16,5-5,200,200
20-1,1-16,6-1,200,200
20-1,1-16,6-6,200,200
20-1,1-16,7-10,200,200
20-1,1-16,7-11,200,200
20-1,1-16,7-12,200,200
20-1,1-16,7-13,200,200
20-1,1-16,7-14,200,200
20-1,1-16,7-20,200,200
20-1,1-16,7-7,200,200
20-1,1-16,7-8,200,200
20-1,1-16,7-9,200,200
20-1,1-16,8-1,200,200
20-1,1-16,8-13,200,200
20-1,1-16,8-14,200,200
20-1,1-16,8-18,200,200
20-1,1-16,8-3,200,200
20-1,1-16,8-7,200,177
20-1,1-16,8-8,200,200
20-1,1-16,9-1,200,200
20-1,1-16,9-14,200,164
20-1,1-16,9-20,200,200
20-1,1-16,9-7,200,200
20-1,1-18,1-19,200,183
20-1,1-18,1-2,200,174
20-1,1-18,1-8,200,200
20-1,1-18,10-1,200,166
20-1,1-18,10-10,200,155
20-1,1-18,10-11,200,200
20-1,1-18,10-17,200,200
20-1,1-18,10-4,200,200
20-1,1-18,10-7,200,200
20-1,1-18,11-1,200,200
20-1,1-18,11-10,200,200
20-1,1-18,11-17,200,150
20-1,1-18,11-19,200,200
20-1,1-18,11-20,200,178
20-1,1-18,11-4,200,200
20-1,1-18,11-7,200,200
20-1,1-18,12-1,200,112
20-1,1-18,12-19,200,200
20-1,1-18,12-20,200,200
20-1,1-18,12-7,200,200
20-1,1-18,13-14,200,200
20-1,1-18,13-18,200,116
20-1,1-18,13-19,200,200
20-1,1-18,13-20,200,185
20-1,1-18,13-3,200,200
20-1,1-18,13-7,200,200
20-1,1-18,14-11,200,200
20-1,1-18,14-12,200,200
20-1,1-18,14-13,200,200
20-1,1-18,14-14,200,200
20-1,1-18,14-20,200,200
20-1,1-18,14-8,200,200
20-1,1-18,14-9,200,200
20-1,1-18,15-1,200,200
20-1,1-18,15-19,200,200
20-1,1-18,15-6,200,200
20-1,1-18,16-1,200,200
20-1,1-18,16-16,200,200
20-1,1-18,16-19,200,200
20-1,1-18,16-20,200,200
20-1,1-18,16-5,200,200
20-1,1-18,17-10,200,200
20-1,1-18,17-11,200,200
20-1,1-18,18-1,200,86
20-1,1-18,18-10,200,200
20-1,1-18,18-11,200,200
20-1,1-18,18-12,200,200
20-1,1-18,18-13,200,200
20-1,1-18,18-14,200,200
20-1,1-18,18-15,200,200
20-1,1-18,18-16,200,200
20-1,1-18,18-17,200,200
20-1,1-18,18-2,200,104
20-1,1-18,18-20,200,200
20-1,1-18,18-4,200,150
20-1,1-18,18-5,200,200
20-1,1-18,18-7,200,200
20-1,1-18,18-8,200,200
20-1,1-18,18-9,200,200
20-1,1-18,19-1,200,200
20-1,1-18,19-10,200,200
20-1,1-18,19-11,200,200
20-1,1-18,19-12,200,200
20-1,1-18,19-13,200,200
20-1,1-18,19-14,200,200
20-1,1-18,19-19,200,140
20-1,1-18,19-2,200,200
20-1,1-18,19-20,200,200
20-1,1-18,19-3,200,200
20-1,1-18,19-4,200,200
20-1,1-18,19-6,200,200
20-1,1-18,19-7,200,200
20-1,1-18,19-8,200,200
20-1,1-18,19-9,200,200
20-1,1-18,2-1,200,125
20-1,1-18,2-12,200,200
20-1,1-18,2-13,200,200
20-1,1-18,2-14,200,200
20-1,1-18,2-15,200,200
20-1,1-18,2-16,200,154
20-1,1-18,2-17,200,200
20-1,1-18,2-19,200,200
20-1,1-18,2-20,200,185
20-1,1-18,2-3,200,200
20-1,1-18,2-4,200,200
20-1,1-18,2-5,200,200
20-1,1-18,2-6,200,131
20-1,1-18,2-7,200,200
20-1,1-18,2-8,200,200
20-1,1-18,20-1,200,200
20-1,1-18,20-12,200,200
20-1,1-18,20-14,200,200
20-1,1-18,20-16,200,200
20-1,1-18,20-18,200,200
20-1,1-18,20-20,200,200
20-1,1-18,20-3,200,135
20-1,1-18,20-4,200,200
20-1,1-18,20-5,200,200
20-1,1-18,20-7,200,200
20-1,1-18,20-8,200,200
20-1,1-18,3-1,200,200
20-1,1-18,3-13,200,200
20-1,1-18,3-18,200,200
20-1,1-18,3-19,200,200
20-1,1-18,3-2,200,200
20-1,1-18,3-20,200,200
20-1,1-18,3-8,200,200
20-1,1-18,4-1,200,200
20-1,1-18,4-10,200,157
20-1,1-18,4-11,200,200
20-1,1-18,5-1,200,200
20-1,1-18,5-16,200,200
20-1,1-18,5-20,200,200
20-1,1-18,5-5,200,200
20-1,1-18,6-1,200,200
20-1,1-18,6-6,200,200
20-1,1-18,7-10,200,200
20-1,1-18,7-11,200,200
20-1,1-18,7-12,200,200
20-1,1-18,7-13,200,200
20-1,1-18,7-14,200,200
20-1,1-18,7-20,200,200
20-1,1-18,7-7,200,200
20-1,1-18,7-8,200,200
20-1,1-18,7-9,200,200
20-1,1-18,8-1,200,200
20-1,1-18,8-13,200,200
20-1,1-18,8-14,200,200
20-1,1-18,8-18,200,200
20-1,1-18,8-3,200,200
20-1,1-18,8-7,200,177
20-1,1-18,8-8,200,200
20-1,1-18,9-1,200,200
20-1,1-18,9-14,200,164
20-1,1-18,9-20,200,200
20-1,1-18,9-7,200,200
20-1,1-19,1-2,183,174
20-1,1-19,1-8,183,200
20-1,1-19,10-1,183,166
20-1,1-19,10-10,183,155
20-1,1-19,10-11,183,200
20-1,1-19,10-17,183,200
20-1,1-19,10-4,183,200
20-1,1-19,10-7,183,200
20-1,1-19,11-1,183,200
20-1,1-19,11-10,183,200
20-1,1-19,11-17,183,150
20-1,1-19,11-19,183,200
20-1,1-19,11-20,183,178
20-1,1-19,11-4,183,200
20-1,1-19,11-7,183,200
20-1,1-19,12-1,183,112
20-1,1-19,12-19,183,200
20-1,1-19,12-20,183,200
20-1,1-19,12-7,183,200
20-1,1-19,13-14,183,200
20-1,1-19,13-18,183,116
20-1,1-19,13-19,183,200
20-1,1-19,13-20,183,185
20-1,1-19,13-3,183,200
20-1,1-19,13-7,183,200
20-1,1-19,14-11,183,200
20-1,1-19,14-12,183,200
20-1,1-19,14-13,183,200
20-1,1-19,14-14,183,200
20-1,1-19,14-20,183,200
20-1,1-19,14-8,183,200
20-1,1-19,14-9,183,200
20-1,1-19,15-1,183,200
20-1,1-19,15-19,183,200
20-1,1-19,15-6,183,200
20-1,1-19,16-1,183,200
20-1,1-19,16-16,183,200
20-1,1-19,16-19,183,200
20-1,1-19,16-20,183,200
20-1,1-19,16-5,183,200
20-1,1-19,17-10,183,200
20-1,1-19,17-11,183,200
20-1,1-19,18-1,183,86
20-1,1-19,18-10,183,200
20-1,1-19,18-11,183,200
20-1,1-19,18-12,183,200
20-1,1-19,18-13,183,200
20-1,1-19,18-14,183,200
20-1,1-19,18-15,183,200
20-1,1-19,18-16,183,200
20-1,1-19,18-17,183,200
20-1,1-19,18-2,183,104
20-1,1-19,18-20,183,200
20-1,1-19,18-4,183,150
20-1,1-19,18-5,183,200
20-1,1-19,18-7,183,200
20-1,1-19,18-8,183,200
20-1,1-19,18-9,183,200
20-1,1-19,19-1,183,200
20-1,1-19,19-10,183,200
20-1,1-19,19-11,183,200
20-1,1-19,19-12,183,200
20-1,1-19,19-13,183,200
20-1,1-19,19-14,183,200
20-1,1-19,19-19,183,140
20-1,1-19,19-2,183,200
20-1,1-19,19-20,183,200
20-1,1-19,19-3,183,200
20-1,1-19,19-4,183,200
20-1,1-19,19-6,183,200
20-1,1-19,19-7,183,200
20-1,1-19,19-8,183,200
20-1,1-19,19-9,183,200
20-1,1-19,2-1,183,125
20-1,1-19,2-12,183,200
20-1,1-19,2-13,183,200
20-1,1-19,2-14,183,200
20-1,1-19,2-15,183,200
20-1,1-19,2-16,183,154
20-1,1-19,2-17,183,200
20-1,1-19,2-19,183,200
20-1,1-19,2-20,183,185
20-1,1-19,2-3,183,200
20-1,1-19,2-4,183,200
20-1,1-19,2-5,183,200
20-1,1-19,2-6,183,131
20-1,1-19,2-7,183,200
20-1,1-19,2-8,183,200
20-1,1-19,20-1,183,200
20-1,1-19,20-12,183,200
20-1,1-19,20-14,183,200
20-1,1-19,20-16,183,200
20-1,1-19,20-18,183,200
20-1,1-19,20-20,183,200
20-1,1-19,20-3,183,135
20-1,1-19,20-4,183,200
20-1,1-19,20-5,183,200
20-1,1-19,20-7,183,200
20-1,1-19,20-8,183,200
20-1,1-19,3-1,183,200
20-1,1-19,3-13,183,200
20-1,1-19,3-18,183,200
20-1,1-19,3-19,183,200
20-1,1-19,3-2,183,200
20-1,1-19,3-20,183,200
20-1,1-19,3-8,183,200
20-1,1-19,4-1,183,200
20-1,1-19,4-10,183,157
20-1,1-19,4-11,183,200
20-1,1-19,5-1,183,200
20-1,1-19,5-16,183,200
20-1,1-19,5-20,183,200
20-1,1-19,5-5,183,200
20-1,1-19,6-1,183,200
20-1,1-19,6-6,183,200
20-1,1-19,7-10,183,200
20-1,1-19,7-11,183,200
20-1,1-19,7-12,183,200
20-1,1-19,7-13,183,200
20-1,1-19,7-14,183,200
20-1,1-19,7-20,183,200
20-1,1-19,7-7,183,200
20-1,1-19,7-8,183,200
20-1,1-19,7-9,183,200
20-1,1-19,8-1,183,200
20-1,1-19,8-13,183,200
20-1,1-19,8-14,183,200
20-1,1-19,8-18,183,200
20-1,1-19,8-3,183,200
20-1,1-19,8-7,183,177
20-1,1-19,8-8,183,200
20-1,1-19,9-1,183,200
20-1,1-19,9-14,183,164
20-1,1-19,9-20,183,200
20-1,1-19,9-7,183,200
20-1,1-2,1-8,174,200
20-1,1-2,10-1,174,166
20-1,1-2,10-10,174,155
20-1,1-2,10-11,174,200
20-1,1-2,10-17,174,200
20-1,1-2,10-4,174,200
20-1,1-2,10-7,174,200
20-1,1-2,11-1,174,200
20-1,1-2,11-10,174,200
20-1,1-2,11-17,174,150
20-1,1-2,11-19,174,200
20-1,1-2,11-20,174,178
20-1,1-2,11-4,174,200
20-1,1-2,11-7,174,200
20-1,1-2,12-1,174,112
20-1,1-2,12-19,174,200
20-1,1-2,12-20,174,200
20-1,1-2,12-7,174,200
20-1,1-2,13-14,174,200
20-1,1-2,13-18,174,116
20-1,1-2,13-19,174,200
20-1,1-2,13-20,174,185
20-1,1-2,13-3,174,200
20-1,1-2,13-7,174,200
20-1,1-2,14-11,174,200
20-1,1-2,14-12,174,200
20-1,1-2,14-13,174,200
20-1,1-2,14-14,174,200
20-1,1-2,14-20,174,200
20-1,1-2,14-8,174,200
20-1,1-2,14-9,174,200
20-1,1-2,15-1,174,200
20-1,1-2,15-19,174,200
20-1,1-2,15-6,174,200
20-1,1-2,16-1,174,200
20-1,1-2,16-16,174,200
20-1,1-2,16-19,174,200
20-1,1-2,16-20,174,200
20-1,1-2,16-5,174,200
20-1,1-2,17-10,174,200
20-1,1-2,17-11,174,200
20-1,1-2,18-1,174,86
20-1,1-2,18-10,174,200
20-1,1-2,18-11,174,200
20-1,1-2,18-12,174,200
20-1,1-2,18-13,174,200
20-1,1-2,18-14,174,200
20-1,1-2,18-15,174,200
20-1,1-2,18-16,174,200
20-1,1-2,18-17,174,200
20-1,1-2,18-2,174,104
20-1,1-2,18-20,174,200
20-1,1-2,18-4,174,150
20-1,1-2,18-5,174,200
20-1,1-2,18-7,174,200
20-1,1-2,18-8,174,200
20-1,1-2,18-9,174,200
20-1,1-2,19-1,174,200
20-1,1-2,19-10,174,200
20-1,1-2,19-11,174,200
20-1,1-2,19-12,174,200
20-1,1-2,19-13,174,200
20-1,1-2,19-14,174,200
20-1,1-2,19-19,174,140
20-1,1-2,19-2,174,200
20-1,1-2,19-20,174,200
20-1,1-2,19-3,174,200
20-1,1-2,19-4,174,200
20-1,1-2,19-6,174,200
20-1,1-2,19-7,174,200
20-1,1-2,19-8,174,200
20-1,1-2,19-9,174,200
20-1,1-2,2-1,174,125
20-1,1-2,2-12,174,200
20-1,1-2,2-13,174,200
20-1,1-2,2-14,174,200
20-1,1-2,2-15,174,200
20-1,1-2,2-16,174,154
20-1,1-2,2-17,174,200
20-1,1-2,2-19,174,200
20-1,1-2,2-20,174,185
20-1,1-2,2-3,174,200
20-1,1-2,2-4,174,200
20-1,1-2,2-5,174,200
20-1,1-2,2-6,174,131
20-1,1-2,2-7,174,200
20-1,1-2,2-8,174,200
20-1,1-2,20-1,174,200
20-1,1-2,20-12,174,200
20-1,1-2,20-14,174,200
20-1,1-2,20-16,174,200
20-1,1-2,20-18,174,200
20-1,1-2,20-20,174,200
20-1,1-2,20-3,174,135
20-1,1-2,20-4,174,200
20-1,1-2,20-5,174,200
20-1,1-2,20-7,174,200
20-1,1-2,20-8,174,200
20-1,1-2,3-1,174,200
20-1,1-2,3-13,174,200
20-1,1-2,3-18,174,200
20-1,1-2,3-19,174,200
20-1,1-2,3-2,174,200
20-1,1-2,3-20,174,200
20-1,1-2,3-8,174,200
20-1,1-2,4-1,174,200
20-1,1-2,4-10,174,157
20-1,1-2,4-11,174,200
20-1,1-2,5-1,174,200
20-1,1-2,5-16,174,200
20-1,1-2,5-20,174,200
20-1,1-2,5-5,174,200
20-1,1-2,6-1,174,200
20-1,1-2,6-6,174,200
20-1,1-2,7-10,174,200
20-1,1-2,7-11,174,200
20-1,1-2,7-12,174,200
20-1,1-2,7-13,174,200
20-1,1-2,7-14,174,200
20-1,1-2,7-20,174,200
20-1,1-2,7-7,174,200
20-1,1-2,7-8,174,200
20-1,1-2,7-9,174,200
20-1,1-2,8-1,174,200
20-1,1-2,8-13,174,200
20-1,1-2,8-14,174,200
20-1,1-2,8-18,174,200
20-1,1-2,8-3,174,200
20-1,1-2,8-7,174,177
20-1,1-2,8-8,174,200
20-1,1-2,9-1,174,200
20-1,1-2,9-14,174,164
20-1,1-2,9-20,174,200
20-1,1-2,9-7,174,200
20-1,1-8,10-1,200,166
20-1,1-8,10-10,200,155
20-1,1-8,10-11,200,200
20-1,1-8,10-17,200,200
20-1,1-8,10-4,200,200
20-1,1-8,10-7,200,200
20-1,1-8,11-1,200,200
20-1,1-8,11-10,200,200
20-1,1-8,11-17,200,150
20-1,1-8,11-19,200,200
20-1,1-8,11-20,200,178
20-1,1-8,11-4,200,200
20-1,1-8,11-7,200,200
20-1,1-8,12-1,200,112
20-1,1-8,12-19,200,200
20-1,1-8,12-20,200,200
20-1,1-8,12-7,200,200
20-1,1-8,13-14,200,200
20-1,1-8,13-18,200,116
20-1,1-8,13-19,200,200
20-1,1-8,13-20,200,185
20-1,1-8,13-3,200,200
20-1,1-8,13-7,200,200
20-1,1-8,14-11,200,200
20-1,1-8,14-12,200,200
20-1,1-8,14-13,200,200
20-1,1-8,14-14,200,200
20-1,1-8,14-20,200,200
20-1,1-8,14-8,200,200
20-1,1-8,14-9,200,200
20-1,1-8,15-1,200,200
20-1,1-8,15-19,200,200
20-1,1-8,15-6,200,200
20-1,1-8,16-1,200,200
20-1,1-8,16-16,200,200
20-1,1-8,16-19,200,200
20-1,1-8,16-20,200,200
20-1,1-8,16-5,200,200
20-1,1-8,17-10,200,200
20-1,1-8,17-11,200,200
20-1,1-8,18-1,200,86
20-1,1-8,18-10,200,200
20-1,1-8,18-11,200,200
20-1,1-8,18-12,200,200
20-1,1-8,18-13,200,200
20-1,1-8,18-14,200,200
20-1,1-8,18-15,200,200
20-1,1-8,18-16,200,200
20-1,1-8,18-17,200,200
20-1,1-8,18-2,200,104
20-1,1-8,18-20,200,200
20-1,1-8,18-4,200,150
20-1,1-8,18-5,200,200
20-1,1-8,18-7,200,200
20-1,1-8,18-8,200,200
20-1,1-8,18-9,200,200
20-1,1-8,19-1,200,200
20-1,1-8,19-10,200,200
20-1,1-8,19-11,200,200
20-1,1-8,19-12,200,200
20-1,1-8,19-13,200,200
20-1,1-8,19-14,200,200
20-1,1-8,19-19,200,140
20-1,1-8,19-2,200,200
20-1,1-8,19-20,200,200
20-1,1-8,19-3,200,200
20-1,1-8,19-4,200,200
20-1,1-8,19-6,200,200
20-1,1-8,19-7,200,200
20-1,1-8,19-8,200,200
20-1,1-8,19-9,200,200
20-1,1-8,2-1,200,125
20-1,1-8,2-12,200,200
20-1,1-8,2-13,200,200
20-1,1-8,2-14,200,200
20-1,1-8,2-15,200,200
20-1,1-8,2-16,200,154
20-1,1-8,2-17,200,200
20-1,1-8,2-19,200,200
20-1,1-8,2-20,200,185
20-1,1-8,2-3,200,200
20-1,1-8,2-4,200,200
20-1,1-8,2-5,200,200
20-1,1-8,2-6,200,131
20-1,1-8,2-7,200,200
20-1,1-8,2-8,200,200
20-1,1-8,20-1,200,200
20-1,1-8,20-12,200,200
20-1,1-8,20-14,200,200
20-1,1-8,20-16,200,200
20-1,1-8,20-18,200,200
20-1,1-8,20-20,200,200
20-1,1-8,20-3,200,135
20-1,1-8,20-4,200,200
20-1,1-8,20-5,200,200
20-1,1-8,20-7,200,200
20-1,1-8,20-8,200,200
20-1,1-8,3-1,200,200
20-1,1-8,3-13,200,200
20-1,1-8,3-18,200,200
20-1,1-8,3-19,200,200
20-1,1-8,3-2,200,200
20-1,1-8,3-20,200,200
20-1,1-8,3-8,200,200
20-1,1-8,4-1,200,200
20-1,1-8,4-10,200,157
20-1,1-8,4-11,200,200
20-1,1-8,5-1,200,200
20-1,1-8,5-16,200,200
20-1,1-8,5-20,200,200
20-1,1-8,5-5,200,200
20-1,1-8,6-1,200,200
20-1,1-8,6-6,200,200
20-1,1-8,7-10,200,200
20-1,1-8,7-11,200,200
20-1,1-8,7-12,200,200
20-1,1-8,7-13,200,200
20-1,1-8,7-14,200,200
20-1,1-8,7-20,200,200
20-1,1-8,7-7,200,200
20-1,1-8,7-8,200,200
20-1,1-8,7-9,200,200
20-1,1-8,8-1,200,200
20-1,1-8,8-13,200,200
20-1,1-8,8-14,200,200
20-1,1-8,8-18,200,200
20-1,1-8,8-3,200,200
20-1,1-8,8-7,200,177
20-1,1-8,8-8,200,200
20-1,1-8,9-1,200,200
20-1,1-8,9-14,200,164
20-1,1-8,9-20,200,200
20-1,1-8,9-7,200,200
20-1,10-1,10-10,166,155
20-1,10-1,10-11,166,200
20-1,10-1,10-17,166,200
20-1,10-1,10-4,166,200
20-1,10-1,10-7,166,200
20-1,10-1,11-1,166,200
20-1,10-1,11-10,166,200
20-1,10-1,11-17,166,150
20-1,10-1,11-19,166,200
20-1,10-1,11-20,166,178
20-1,10-1,11-4,166,200
20-1,10-1,11-7,166,200
20-1,10-1,12-1,166,112
20-1,10-1,12-19,166,200
20-1,10-1,12-20,166,200
20-1,10-1,12-7,166,200
20-1,10-1,13-14,166,200
20-1,10-1,13-18,166,116
20-1,10-1,13-19,166,200
20-1,10-1,13-20,166,185
20-1,10-1,13-3,166,200
20-1,10-1,13-7,166,200
20-1,10-1,14-11,166,200
20-1,10-1,14-12,166,200
20-1,10-1,14-13,166,200
20-1,10-1,14-14,166,200
20-1,10-1,14-20,166,200
20-1,10-1,14-8,166,200
20-1,10-1,14-9,166,200
20-1,10-1,15-1,166,200
20-1,10-1,15-19,166,200
20-1,10-1,15-6,166,200
20-1,10-1,16-1,166,200
20-1,10-1,16-16,166,200
20-1,10-1,16-19,166,200
20-1,10-1,16-20,166,200
20-1,10-1,16-5,166,200
20-1,10-1,17-10,166,200
20-1,10-1,17-11,166,200
20-1,10-1,18-1,166,86
20-1,10-1,18-10,166,200
20-1,10-1,18-11,166,200
20-1,10-1,18-12,166,200
20-1,10-1,18-13,166,200
20-1,10-1,18-14,166,200
20-1,10-1,18-15,166,200
20-1,10-1,18-16,166,200
20-1,10-1,18-17,166,200
20-1,10-1,18-2,166,104
20-1,10-1,18-20,166,200
20-1,10-1,18-4,166,150
20-1,10-1,18-5,166,200
20-1,10-1,18-7,166,200
20-1,10-1,18-8,166,200
20-1,10-1,18-9,166,200
20-1,10-1,19-1,166,200
20-1,10-1,19-10,166,200
20-1,10-1,19-11,166,200
20-1,10-1,19-12,166,200
20-1,10-1,19-13,166,200
20-1,10-1,19-14,166,200
20-1,10-1,19-19,166,140
20-1,10-1,19-2,166,200
20-1,10-1,19-20,166,200
20-1,10-1,19-3,166,200
20-1,10-1,19-4,166,200
20-1,10-1,19-6,166,200
20-1,10-1,19-7,166,200
20-1,10-1,19-8,166,200
20-1,10-1,19-9,166,200
20-1,10-1,2-1,166,125
20-1,10-1,2-12,166,200
20-1,10-1,2-13,166,200
20-1,10-1,2-14,166,200
20-1,10-1,2-15,166,200
20-1,10-1,2-16,166,154
20-1,10-1,2-17,166,200
20-1,10-1,2-19,166,200
20-1,10-1,2-20,166,185
20-1,10-1,2-3,166,200
20-1,10-1,2-4,166,200
20-1,10-1,2-5,166,200
20-1,10-1,2-6,166,131
20-1,10-1,2-7,166,200
20-1,10-1,2-8,166,200
20-1,10-1,20-1,166,200
20-1,10-1,20-12,166,200
20-1,10-1,20-14,166,200
20-1,10-1,20-16,166,200
20-1,10-1,20-18,166,200
20-1,10-1,20-20,166,200
20-1,10-1,20-3,166,135
20-1,10-1,20-4,166,200
20-1,10-1,20-5,166,200
20-1,10-1,20-7,166,200
20-1,10-1,20-8,166,200
20-1,10-1,3-1,166,200
20-1,10-1,3-13,166,200
20-1,10-1,3-18,166,200
20-1,10-1,3-19,166,200
20-1,10-1,3-2,166,200
20-1,10-1,3-20,166,200
20-1,10-1,3-8,166,200
20-1,10-1,4-1,166,200
20-1,10-1,4-10,166,157
20-1,10-1,4-11,166,200
20-1,10-1,5-1,166,200
20-1,10-1,5-16,166,200
20-1,10-1,5-20,166,200
20-1,10-1,5-5,166,200
20-1,10-1,6-1,166,200
20-1,10-1,6-6,166,200
20-1,10-1,7-10,166,200
20-1,10-1,7-11,166,200
20-1,10-1,7-12,166,200
20-1,10-1,7-13,166,200
20-1,10-1,7-14,166,200
20-1,10-1,7-20,166,200
20-1,10-1,7-7,166,200
20-1,10-1,7-8,166,200
20-1,10-1,7-9,166,200
20-1,10-1,8-1,166,200
20-1,10-1,8-13,166,200
20-1,10-1,8-14,166,200
20-1,10-1,8-18,166,200
20-1,10-1,8-3,166,200
20-1,10-1,8-7,166,177
20-1,10-1,8-8,166,200
20-1,10-1,9-1,166,200
20-1,10-1,9-14,166,164
20-1,10-1,9-20,166,200
20-1,10-1,9-7,166,200
20-1,10-10,10-11,155,200
20-1,10-10,10-17,155,200
20-1,10-10,10-4,155,200
20-1,10-10,10-7,155,200
20-1,10-10,11-1,155,200
20-1,10-10,11-10,155,200
20-1,10-10,11-17,155,150
20-1,10-10,11-19,155,200
20-1,10-10,11-20,155,178
20-1,10-10,11-4,155,200
20-1,10-10,11-7,155,200
20-1,10-10,12-1,155,112
20-1,10-10,12-19,155,200
20-1,10-10,12-20,155,200
20-1,10-10,12-7,155,200
20-1,10-10,13-14,155,200
20-1,10-10,13-18,155,116
20-1,10-10,13-19,155,200
20-1,10-10,13-20,155,185
20-1,10-10,13-3,155,200
20-1,10-10,13-7,155,200
20-1,10-10,14-11,155,200
20-1,10-10,14-12,155,200
20-1,10-10,14-13,155,200
20-1,10-10,14-14,155,200
20-1,10-10,14-20,155,200
20-1,10-10,14-8,155,200
20-1,10-10,14-9,155,200
20-1,10-10,15-1,155,200
20-1,10-10,15-19,155,200
20-1,10-10,15-6,155,200
20-1,10-10,16-1,155,200
20-1,10-10,16-16,155,200
20-1,10-10,16-19,155,200
20-1,10-10,16-20,155,200
20-1,10-10,16-5,155,200
20-1,10-10,17-10,155,200
20-1,10-10,17-11,155,200
20-1,10-10,18-1,155,86
20-1,10-10,18-10,155,200
20-1,10-10,18-11,155,200
20-1,10-10,18-12,155,200
20-1,10-10,18-13,155,200
20-1,10-10,18-14,155,200
20-1,10-10,18-15,155,200
20-1,10-10,18-16,155,200
20-1,10-10,18-17,155,200
20-1,10-10,18-2,155,104
20-1,10-10,18-20,155,200
20-1,10-10,18-4,155,150
20-1,10-10,18-5,155,200
20-1,10-10,18-7,155,200
20-1,10-10,18-8,155,200
20-1,10-10,18-9,155,200
20-1,10-10,19-1,155,200
20-1,10-10,19-10,155,200
20-1,10-10,19-11,155,200
20-1,10-10,19-12,155,200
20-1,10-10,19-13,155,200
20-1,10-10,19-14,155,200
20-1,10-10,19-19,155,140
20-1,10-10,19-2,155,200
20-1,10-10,19-20,155,200
20-1,10-10,19-3,155,200
20-1,10-10,19-4,155,200
20-1,10-10,19-6,155,200
20-1,10-10,19-7,155,200
20-1,10-10,19-8,155,200
20-1,10-10,19-9,155,200
20-1,10-10,2-1,155,125
20-1,10-10,2-12,155,200
20-1,10-10,2-13,155,200
20-1,10-10,2-14,155,200
20-1,10-10,2-15,155,200
20-1,10-10,2-16,155,154
20-1,10-10,2-17,155,200
20-1,10-10,2-19,155,200
20-1,10-10,2-20,155,185
20-1,10-10,2-3,155,200
20-1,10-10,2-4,155,200
20-1,10-10,2-5,155,200
20-1,10-10,2-6,155,131
20-1,10-10,2-7,155,200
20-1,10-10,2-8,155,200
20-1,10-10,20-1,155,200
20-1,10-10,20-12,155,200
20-1,10-10,20-14,155,200
20-1,10-10,20-16,155,200
20-1,10-10,20-18,155,200
20-1,10-10,20-20,155,200
20-1,10-10,20-3,155,135
20-1,10-10,20-4,155,200
20-1,10-10,20-5,155,200
20-1,10-10,20-7,155,200
