cell_id,method,new_class_count,k_shot,receiver,seed,scenario,baseline_method,comparison_relation,old_acc_before_increment,baseline_old_acc_before_increment,delta_old_acc_before_increment,old_acc_after_increment,baseline_old_acc_after_increment,delta_old_acc_after_increment,seen_new_acc,baseline_seen_new_acc,delta_seen_new_acc,H_old_new,baseline_H_old_new,delta_H_old_new,candidate_average_forgetting,baseline_candidate_average_forgetting,delta_candidate_average_forgetting,min_old_class_acc,baseline_min_old_class_acc,delta_min_old_class_acc
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713102,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8833333333333333,0.8833333333333333,0.0,0.21666666666666667,0.20833333333333334,0.008333333333333331,0.308,0.286,0.02200000000000002,0.2543837357052097,0.24106540795684422,0.0133183277483655,0.6666666666666666,0.6749999999999999,-0.008333333333333304,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713102,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8833333333333333,0.8833333333333333,0.0,0.49166666666666664,0.475,0.016666666666666663,0.202,0.18,0.02200000000000002,0.28635271504084575,0.2610687022900763,0.02528401275076947,0.39166666666666666,0.4083333333333333,-0.016666666666666663,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713102,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8833333333333333,0.8833333333333333,0.0,0.3416666666666667,0.375,-0.033333333333333326,0.238,0.224,0.013999999999999985,0.28056354226566993,0.2804674457429049,9.609652276504344e-05,0.5416666666666666,0.5083333333333333,0.033333333333333326,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713102,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8833333333333333,0.8833333333333333,0.0,0.48333333333333334,0.475,0.00833333333333336,0.126,0.134,-0.008000000000000007,0.19989059080962804,0.2090311986863711,-0.009140607876743062,0.39999999999999997,0.4083333333333333,-0.00833333333333336,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713102,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8833333333333333,0.8833333333333333,0.0,0.5416666666666666,0.575,-0.033333333333333326,0.1,0.12,-0.01999999999999999,0.16883116883116886,0.1985611510791367,-0.02972998224796783,0.3416666666666667,0.30833333333333335,0.033333333333333326,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713102,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8833333333333333,0.8833333333333333,0.0,0.4166666666666667,0.4583333333333333,-0.04166666666666663,0.114,0.114,0.0,0.17902010050251255,0.18258590564938845,-0.0035658051468759056,0.4666666666666666,0.425,0.04166666666666663,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.35833333333333334,0.9,-0.5416666666666667,0.06,0.006,0.054,0.10278884462151394,0.011920529801324504,0.09086831482018944,0.5249999999999999,-0.01666666666666672,0.5416666666666666,0.0,0.75,-0.75
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.3333333333333333,0.875,-0.5416666666666667,0.062,0.012,0.05,0.1045531197301855,0.023675310033821874,0.08087780969636363,0.55,0.008333333333333304,0.5416666666666667,0.0,0.6,-0.6
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.4166666666666667,0.7583333333333333,-0.3416666666666666,0.07,0.004,0.066,0.11986301369863014,0.007958023611718408,0.11190499008691174,0.4666666666666666,0.125,0.3416666666666666,0.0,0.2,-0.2
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,20-1,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.05,0.35,-0.3,0.132,0.224,-0.092,0.07252747252747253,0.2731707317073171,-0.20064325917984455,0.8333333333333333,0.5333333333333333,0.29999999999999993,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,20-1,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.0,0.475,-0.475,0.108,0.17,-0.06200000000000001,0.0,0.2503875968992248,-0.2503875968992248,0.8833333333333333,0.4083333333333333,0.475,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,20-1,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.05,0.5166666666666667,-0.46666666666666673,0.132,0.154,-0.021999999999999992,0.07252747252747253,0.23727634194831013,-0.1647488694208376,0.8333333333333333,0.3666666666666666,0.4666666666666667,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,20-1,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.0,0.20833333333333334,-0.20833333333333334,0.168,0.286,-0.11799999999999997,0.0,0.24106540795684422,-0.24106540795684422,0.8833333333333333,0.6749999999999999,0.20833333333333337,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,20-1,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.08333333333333333,0.475,-0.39166666666666666,0.148,0.18,-0.032,0.10662824207492794,0.2610687022900763,-0.15444046021514835,0.7999999999999999,0.4083333333333333,0.3916666666666666,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,20-1,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.08333333333333333,0.375,-0.2916666666666667,0.148,0.224,-0.07600000000000001,0.10662824207492794,0.2804674457429049,-0.17383920366797695,0.7999999999999999,0.5083333333333333,0.29166666666666663,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,20-1,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.375,0.475,-0.09999999999999998,0.06,0.134,-0.07400000000000001,0.10344827586206896,0.2090311986863711,-0.10558292282430214,0.5083333333333333,0.4083333333333333,0.09999999999999998,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,20-1,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.49166666666666664,0.575,-0.08333333333333331,0.066,0.12,-0.05399999999999999,0.11637776449491931,0.1985611510791367,-0.08218338658421738,0.39166666666666666,0.30833333333333335,0.08333333333333331,0.0,0.0,0.0
rx_20_1__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,20-1,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8833333333333333,0.8833333333333333,0.0,0.375,0.4583333333333333,-0.08333333333333331,0.06,0.114,-0.054000000000000006,0.10344827586206896,0.18258590564938845,-0.07913762978731949,0.5083333333333333,0.425,0.08333333333333331,0.0,0.0,0.0
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.825,0.825,0.0,0.0,0.0,0.0
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.825,0.825,0.0,0.0,0.0,0.0
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.825,0.825,0.0,0.0,0.0,0.0
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.825,0.825,0.0,0.0,0.825,-0.825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,20-1,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.03333333333333333,0.8083333333333333,-0.775,1.0,0.0,1.0,0.06451612903225806,0.0,0.06451612903225806,0.775,0.0,0.775,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,20-1,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,20-1,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,20-1,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,20-1,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,20-1,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,20-1,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,20-1,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,20-1,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,20-1,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,20-1,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,20-1,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.8083333333333333,0.8083333333333333,0.0,0.0,0.8083333333333333,-0.8083333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.8083333333333333,0.0,0.8083333333333333,0.0,0.4,-0.4
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,20-1,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.8583333333333333,0.8666666666666667,-0.008333333333333415,0.008,0.004,0.004,0.015852250865717586,0.007963246554364471,0.007889004311353115,-0.008333333333333304,-0.01666666666666672,0.008333333333333415,0.5,0.55,-0.050000000000000044
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,20-1,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.7916666666666666,0.7666666666666667,0.02499999999999991,0.004,0.008,-0.004,0.007959782153330541,0.015834767641996556,-0.007874985488666015,0.05833333333333335,0.08333333333333326,-0.02499999999999991,0.5,0.45,0.04999999999999999
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,20-1,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.7166666666666667,0.7916666666666666,-0.07499999999999996,0.024,0.006,0.018000000000000002,0.04644464446444644,0.011909736732135395,0.03453490773231105,0.1333333333333333,0.05833333333333335,0.07499999999999996,0.2,0.55,-0.35000000000000003
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,20-1,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.3333333333333333,0.35833333333333334,-0.025000000000000022,0.196,0.192,0.0040000000000000036,0.2468513853904282,0.25003028467595395,-0.0031788992855257547,0.5166666666666666,0.49166666666666664,0.024999999999999967,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,20-1,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.375,0.36666666666666664,0.00833333333333336,0.16,0.17,-0.010000000000000009,0.22429906542056072,0.23229813664596274,-0.007999071225402027,0.475,0.48333333333333334,-0.00833333333333336,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,20-1,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.43333333333333335,0.4583333333333333,-0.024999999999999967,0.2,0.192,0.008000000000000007,0.2736842105263158,0.27063044592516655,0.003053764601149256,0.41666666666666663,0.39166666666666666,0.024999999999999967,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.35833333333333334,0.39166666666666666,-0.033333333333333326,0.268,0.264,0.0040000000000000036,0.3066524747205961,0.31540416878495176,-0.008751694064355664,0.49166666666666664,0.4583333333333333,0.033333333333333326,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.35,0.35,0.0,0.208,0.182,0.025999999999999995,0.26093189964157704,0.23947368421052628,0.021458215431050753,0.5,0.5,0.0,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.3416666666666667,0.3416666666666667,0.0,0.258,0.236,0.02200000000000002,0.29399666481378545,0.27916907097518756,0.014827593838597886,0.5083333333333333,0.5083333333333333,0.0,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.48333333333333334,0.575,-0.09166666666666662,0.098,0.114,-0.016,0.16295871559633027,0.1902757619738752,-0.027317046377544923,0.36666666666666664,0.275,0.09166666666666662,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.7416666666666667,0.6,0.14166666666666672,0.086,0.106,-0.020000000000000004,0.1541280708819976,0.1801699716713881,-0.026041900789390504,0.10833333333333328,0.25,-0.14166666666666672,0.4,0.0,0.4
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.49166666666666664,0.5333333333333333,-0.041666666666666685,0.148,0.12,0.027999999999999997,0.22751433038040647,0.1959183673469388,0.03159596303346768,0.35833333333333334,0.31666666666666665,0.041666666666666685,0.0,0.0,0.0
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713103,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.31666666666666665,0.8666666666666667,-0.55,0.04,0.004,0.036000000000000004,0.07102803738317758,0.007963246554364471,0.06306479082881311,0.5333333333333333,-0.01666666666666672,0.55,0.0,0.55,-0.55
rx_20_1__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713103,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.3333333333333333,0.7666666666666667,-0.4333333333333334,0.042,0.008,0.034,0.07460035523978686,0.015834767641996556,0.05876558759779031,0.5166666666666666,0.08333333333333326,0.43333333333333335,0.0,0.45,-0.45
